PassengerId,Survived
1079,0.11153846153846154
1080,0.125
1081,0.15873015873015872
1082,0.16
1083,0.4
1084,0.23684210526315788
1085,0.15873015873015872
1086,0.21428571428571427
1087,0.11153846153846154
1088,0.38372093023255816
1089,0.59375
1090,0.15873015873015872
1091,0.59375
1092,0.5813953488372093
1093,0.23684210526315788
1094,0.38372093023255816
1095,0.9
1096,0.15873015873015872
1097,0.4
1098,0.59375
1099,0.15873015873015872
1100,0.8333333333333334
1101,0.11153846153846154
1102,0.125
1103,0.11153846153846154
1104,0.21428571428571427
1105,0.9
1106,0.59375
1107,0.38372093023255816
1108,0.59375
1109,0.38372093023255816
1110,0.9772727272727273
1111,0.11153846153846154
1112,0.9142857142857143
1113,0.11153846153846154
1114,0.9142857142857143
1115,0.11153846153846154
1116,0.8333333333333334
1117,0.5813953488372093
1118,0.11153846153846154
1119,0.59375
1120,0.23684210526315788
1121,0.15873015873015872
1122,0.21428571428571427
1123,0.8333333333333334
1124,0.11153846153846154
1125,0.11153846153846154
1126,0.38372093023255816
1127,0.11153846153846154
1128,0.38372093023255816
1129,0.11153846153846154
1130,0.9142857142857143
1131,0.9772727272727273
1132,0.8333333333333334
1133,1.0
1134,0.38372093023255816
1135,0.11153846153846154
1136,0.125
1137,0.38372093023255816
1138,0.9
1139,0.21428571428571427
1140,0.9
1141,0.5813953488372093
1142,0.9
1143,0.11153846153846154
1144,0.38372093023255816
1145,0.11153846153846154
1146,0.11153846153846154
1147,0.11153846153846154
1148,0.11153846153846154
1149,0.11153846153846154
1150,0.9142857142857143
1151,0.11153846153846154
1152,0.23684210526315788
1153,0.11153846153846154
1154,0.9
1155,0.5813953488372093
1156,0.15873015873015872
1157,0.11153846153846154
1158,0.0
1159,0.11153846153846154
1160,0.59375
1161,0.11153846153846154
1162,0.38372093023255816
1163,0.11153846153846154
1164,0.9772727272727273
1165,0.5813953488372093
1166,0.11153846153846154
1167,0.9
1168,0.15873015873015872
1169,0.16
1170,0.16
1171,0.15873015873015872
1172,0.59375
1173,0.23684210526315788
1174,0.59375
1175,0.5813953488372093
1176,0.3333333333333333
1177,0.11153846153846154
1178,0.11153846153846154
1179,0.38372093023255816
1180,0.11153846153846154
1181,0.11153846153846154
1182,0.38372093023255816
1183,0.59375
1184,0.11153846153846154
1185,0.38372093023255816
1186,0.11153846153846154
1187,0.11153846153846154
1188,1.0
1189,0.125
1190,0.38372093023255816
1191,0.11153846153846154
1192,0.11153846153846154
1193,0.15873015873015872
1194,0.16
1195,0.11153846153846154
1196,0.59375
1197,0.8333333333333334
1198,0.38372093023255816
1199,0.11153846153846154
1200,0.38372093023255816
1201,0.5813953488372093
1202,0.11153846153846154
1203,0.11153846153846154
1204,0.11153846153846154
1205,0.59375
1206,0.9772727272727273
1207,0.59375
1208,0.38372093023255816
1209,0.15873015873015872
1210,0.11153846153846154
1211,0.21428571428571427
1212,0.11153846153846154
1213,0.11153846153846154
1214,0.15873015873015872
1215,0.4
1216,0.9772727272727273
1217,0.11153846153846154
1218,1.0
1219,0.38372093023255816
1220,0.16
1221,0.15873015873015872
1222,1.0
1223,0.4
1224,0.11153846153846154
1225,0.5813953488372093
1226,0.11153846153846154
1227,0.4
1228,0.15873015873015872
1229,0.11153846153846154
1230,0.21428571428571427
1231,0.11153846153846154
1232,0.15873015873015872
1233,0.11153846153846154
1234,0.24
1235,0.9772727272727273
1236,0.23684210526315788
1237,0.59375
1238,0.15873015873015872
1239,0.59375
1240,0.15873015873015872
1241,0.9
1242,0.9772727272727273
1243,0.15873015873015872
1244,0.21428571428571427
1245,0.21428571428571427
1246,0.3333333333333333
1247,0.4
1248,0.9772727272727273
1249,0.11153846153846154
1250,0.11153846153846154
1251,0.5813953488372093
1252,0.24
1253,1.0
1254,0.9
1255,0.11153846153846154
1256,0.9772727272727273
1257,0.125
1258,0.23684210526315788
1259,0.125
1260,0.9772727272727273
1261,0.15873015873015872
1262,0.15873015873015872
1263,0.9772727272727273
1264,0.0
1265,0.15873015873015872
1266,0.9772727272727273
1267,0.9772727272727273
1268,0.59375
1269,0.15873015873015872
1270,0.38372093023255816
1271,0.24
1272,0.11153846153846154
1273,0.11153846153846154
1274,0.5813953488372093
1275,0.5813953488372093
1276,0.15873015873015872
1277,1.0
1278,0.11153846153846154
1279,0.15873015873015872
1280,0.11153846153846154
1281,0.125
1282,0.38372093023255816
1283,0.9772727272727273
1284,0.125
1285,0.15873015873015872
1286,0.125
1287,0.9772727272727273
1288,0.11153846153846154
1289,0.9772727272727273
1290,0.11153846153846154
1291,0.11153846153846154
1292,0.9772727272727273
1293,0.16
1294,0.9772727272727273
1295,0.38372093023255816
1296,0.4
1297,0.15873015873015872
1298,0.15873015873015872
1299,0.38372093023255816
1300,0.59375
1301,0.5813953488372093
1302,0.59375
1303,0.9772727272727273
1304,0.59375
1305,0.11153846153846154
1306,0.9772727272727273
1307,0.11153846153846154
1308,0.11153846153846154
1309,0.125
